Year,Team,MeasureName,MeasureType,MeasureValue
2013,Rajasthan Royals,WicketsPerMatch,Bowling,5.333333333
2008,Rajasthan Royals,WicketsPerOver,Bowling,0.311418685
2009,Rajasthan Royals,WicketsPerOver,Bowling,0.300077942
2010,Rajasthan Royals,WicketsPerOver,Bowling,0.239418555
2011,Rajasthan Royals,WicketsPerOver,Bowling,0.244988864
2012,Rajasthan Royals,WicketsPerOver,Bowling,0.285343709
2013,Rajasthan Royals,WicketsPerOver,Bowling,0.290556901
2008,Rajasthan Royals,StrikeRate,Batting,131.48
2009,Rajasthan Royals,StrikeRate,Batting,103.31
2010,Rajasthan Royals,StrikeRate,Batting,131.14
2011,Rajasthan Royals,StrikeRate,Batting,113.8
2012,Rajasthan Royals,StrikeRate,Batting,130.9
2013,Rajasthan Royals,StrikeRate,Batting,129.39
2017,Rising Pune Supergiants,Matches,Matches,16
2016,Rising Pune Supergiants,Matches,Matches,14
2017,Rising Pune Supergiants,BowlingEconomy,Bowling,7.696538337
2016,Rising Pune Supergiants,BowlingEconomy,Bowling,8.063393893
2017,Rising Pune Supergiants,WicketsPerOver,Bowling,0.323519896
2016,Rising Pune Supergiants,WicketsPerOver,Bowling,0.270583688
2017,Rising Pune Supergiants,TotalWickets,Bowling,100
2016,Rising Pune Supergiants,TotalWickets,Bowling,70
2017,Rising Pune Supergiants,WicketsPerMatch,Bowling,6.25
2016,Rising Pune Supergiants,WicketsPerMatch,Bowling,5
2017,Rising Pune Supergiants,Innings,Batting,9.090909091
2016,Rising Pune Supergiants,Innings,Batting,7
2017,Rising Pune Supergiants,NotOuts,Batting,1.545454545
2016,Rising Pune Supergiants,NotOuts,Batting,2
2017,Rising Pune Supergiants,HighScore ,Batting,212.2727273
2016,Rising Pune Supergiants,HighScore ,Batting,161.25
2017,Rising Pune Supergiants,RunsScored,Batting,145.9375
2016,Rising Pune Supergiants,RunsScored,Batting,138.2142857
2017,Rising Pune Supergiants,BallsFaced,Batting,112.375
2016,Rising Pune Supergiants,BallsFaced,Batting,106.2142857
2017,Rising Pune Supergiants,StrikeRate,Batting,139.5027273
2016,Rising Pune Supergiants,StrikeRate,Batting,134.36
2017,Rising Pune Supergiants,100s,Batting,0.0625
2016,Rising Pune Supergiants,100s,Batting,0.071428571
2017,Rising Pune Supergiants,50s,Batting,0.6875
2016,Rising Pune Supergiants,50s,Batting,0.785714286
2017,Rising Pune Supergiants,4s,Batting,12.125
2016,Rising Pune Supergiants,4s,Batting,12.21428571
2017,Rising Pune Supergiants,6s,Batting,5.5625
2016,Rising Pune Supergiants,6s,Batting,4.857142857
2017,Rising Pune Supergiants,MatchesWon,Batting,10
2016,Rising Pune Supergiants,MatchesWon,Batting,5
2011,Rising Pune Supergiants,MatchesWon,Batting,4
2012,Rising Pune Supergiants,MatchesWon,Batting,4
2013,Rising Pune Supergiants,MatchesWon,Batting,4
2019,Royal Challengers Bangalore,Matches,Matches,14
2018,Royal Challengers Bangalore,Matches,Matches,14
2017,Royal Challengers Bangalore,Matches,Matches,14
2016,Royal Challengers Bangalore,Matches,Matches,16
2015,Royal Challengers Bangalore,Matches,Matches,16
2014,Royal Challengers Bangalore,Matches,Matches,14
2019,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.745548081
2018,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.692907538
2017,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.288925895
2016,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.652505808
2015,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.309422257
2014,Royal Challengers Bangalore,BowlingEconomy,Bowling,7.923538231
2019,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.257222002
2018,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.274786483
2017,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.316402998
2016,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.295386658
2015,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.356727414
2014,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.251124438
2019,Royal Challengers Bangalore,TotalWickets,Bowling,65
2018,Royal Challengers Bangalore,TotalWickets,Bowling,74
2017,Royal Challengers Bangalore,TotalWickets,Bowling,76
2016,Royal Challengers Bangalore,TotalWickets,Bowling,89
2015,Royal Challengers Bangalore,TotalWickets,Bowling,92
2014,Royal Challengers Bangalore,TotalWickets,Bowling,67
2019,Royal Challengers Bangalore,WicketsPerMatch,Bowling,4.642857143
2018,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.285714286
2017,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.428571429
2016,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.5625
2015,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.75
2014,Royal Challengers Bangalore,WicketsPerMatch,Bowling,4.785714286
2019,Royal Challengers Bangalore,Innings,Batting,6.785714286
2018,Royal Challengers Bangalore,Innings,Batting,6.733333333
2017,Royal Challengers Bangalore,Innings,Batting,7.615384615
2016,Royal Challengers Bangalore,Innings,Batting,8.454545455
2015,Royal Challengers Bangalore,Innings,Batting,6.8
2014,Royal Challengers Bangalore,Innings,Batting,6.8
2019,Royal Challengers Bangalore,NotOuts,Batting,1.357142857
2018,Royal Challengers Bangalore,NotOuts,Batting,1.466666667
2017,Royal Challengers Bangalore,NotOuts,Batting,1.153846154
2016,Royal Challengers Bangalore,NotOuts,Batting,2.181818182
2015,Royal Challengers Bangalore,NotOuts,Batting,1.666666667
2014,Royal Challengers Bangalore,NotOuts,Batting,1.4
2019,Royal Challengers Bangalore,HighScore ,Batting,150.5
2018,Royal Challengers Bangalore,HighScore ,Batting,148.8666667
2017,Royal Challengers Bangalore,HighScore ,Batting,131.8461538
2016,Royal Challengers Bangalore,HighScore ,Batting,258.5454545
2015,Royal Challengers Bangalore,HighScore ,Batting,145.2666667
2014,Royal Challengers Bangalore,HighScore ,Batting,132.2
2019,Royal Challengers Bangalore,RunsScored,Batting,150.5
2018,Royal Challengers Bangalore,RunsScored,Batting,159.5
2017,Royal Challengers Bangalore,RunsScored,Batting,122.4285714
2016,Royal Challengers Bangalore,RunsScored,Batting,177.75
2015,Royal Challengers Bangalore,RunsScored,Batting,136.1875
2014,Royal Challengers Bangalore,RunsScored,Batting,141.6428571
2019,Royal Challengers Bangalore,BallsFaced,Batting,108.8571429
2018,Royal Challengers Bangalore,BallsFaced,Batting,111.8571429
2017,Royal Challengers Bangalore,BallsFaced,Batting,101.0714286
2016,Royal Challengers Bangalore,BallsFaced,Batting,115.625
2015,Royal Challengers Bangalore,BallsFaced,Batting,94.125
2014,Royal Challengers Bangalore,BallsFaced,Batting,114.7142857
2019,Royal Challengers Bangalore,StrikeRate,Batting,119.63
2018,Royal Challengers Bangalore,StrikeRate,Batting,132.4713333
2017,Royal Challengers Bangalore,StrikeRate,Batting,112.9553846
2016,Royal Challengers Bangalore,StrikeRate,Batting,152.7781818
2015,Royal Challengers Bangalore,StrikeRate,Batting,135.1986667
2014,Royal Challengers Bangalore,StrikeRate,Batting,118.694
2019,Royal Challengers Bangalore,100s,Batting,0.071428571
2018,Royal Challengers Bangalore,100s,Batting,0
2017,Royal Challengers Bangalore,100s,Batting,0
2016,Royal Challengers Bangalore,100s,Batting,0.3125
2015,Royal Challengers Bangalore,100s,Batting,0.125
2014,Royal Challengers Bangalore,100s,Batting,0
2019,Royal Challengers Bangalore,50s,Batting,0.928571429
2018,Royal Challengers Bangalore,50s,Batting,0.928571429
2017,Royal Challengers Bangalore,50s,Batting,0.642857143
2016,Royal Challengers Bangalore,50s,Batting,1.1875
2015,Royal Challengers Bangalore,50s,Batting,0.5
2014,Royal Challengers Bangalore,50s,Batting,0.642857143
2019,Royal Challengers Bangalore,4s,Batting,13.28571429
2018,Royal Challengers Bangalore,4s,Batting,13.78571429
2017,Royal Challengers Bangalore,4s,Batting,9.5
2016,Royal Challengers Bangalore,4s,Batting,14.875
2015,Royal Challengers Bangalore,4s,Batting,12.8125
2014,Royal Challengers Bangalore,4s,Batting,11.71428571
2019,Royal Challengers Bangalore,6s,Batting,6.642857143
2018,Royal Challengers Bangalore,6s,Batting,7.571428571
2017,Royal Challengers Bangalore,6s,Batting,5.285714286
2016,Royal Challengers Bangalore,6s,Batting,8.875
2015,Royal Challengers Bangalore,6s,Batting,6.5
2014,Royal Challengers Bangalore,6s,Batting,6.571428571
2019,Royal Challengers Bangalore,MatchesWon,Batting,5
2018,Royal Challengers Bangalore,MatchesWon,Batting,6
2017,Royal Challengers Bangalore,MatchesWon,Batting,3
2016,Royal Challengers Bangalore,MatchesWon,Batting,9
2015,Royal Challengers Bangalore,MatchesWon,Batting,9
2014,Royal Challengers Bangalore,MatchesWon,Batting,5
2008,Royal Challengers Bangalore,MatchesWon,Batting,4
2009,Royal Challengers Bangalore,MatchesWon,Batting,9
2010,Royal Challengers Bangalore,MatchesWon,Batting,7
2011,Royal Challengers Bangalore,MatchesWon,Batting,9
2012,Royal Challengers Bangalore,MatchesWon,Batting,8
2013,Royal Challengers Bangalore,MatchesWon,Batting,9
2008,Royal Challengers Bangalore,100s,Batting,0
2009,Royal Challengers Bangalore,100s,Batting,0.0625
2010,Royal Challengers Bangalore,100s,Batting,0
2011,Royal Challengers Bangalore,100s,Batting,0.133333333
2012,Royal Challengers Bangalore,100s,Batting,0.071428571
2013,Royal Challengers Bangalore,100s,Batting,0
2008,Royal Challengers Bangalore,4s,Batting,13.14285714
2009,Royal Challengers Bangalore,4s,Batting,12
2010,Royal Challengers Bangalore,4s,Batting,13.93333333
2011,Royal Challengers Bangalore,4s,Batting,14.4
2012,Royal Challengers Bangalore,4s,Batting,12.71428571
2013,Royal Challengers Bangalore,4s,Batting,13.9375
2008,Royal Challengers Bangalore,6s,Batting,4.214285714
2009,Royal Challengers Bangalore,6s,Batting,4.1875
2010,Royal Challengers Bangalore,6s,Batting,4.933333333
2011,Royal Challengers Bangalore,6s,Batting,6.066666667
2012,Royal Challengers Bangalore,6s,Batting,8.357142857
2013,Royal Challengers Bangalore,6s,Batting,6.4375
2008,Royal Challengers Bangalore,50s,Batting,0.5
2009,Royal Challengers Bangalore,50s,Batting,0.4375
2010,Royal Challengers Bangalore,50s,Batting,0.866666667
2011,Royal Challengers Bangalore,50s,Batting,0.733333333
2012,Royal Challengers Bangalore,50s,Batting,1.142857143
2013,Royal Challengers Bangalore,50s,Batting,0.625
2008,Royal Challengers Bangalore,RunsScored,Batting,132.2857143
2009,Royal Challengers Bangalore,RunsScored,Batting,134.625
2010,Royal Challengers Bangalore,RunsScored,Batting,147.9333333
2011,Royal Challengers Bangalore,RunsScored,Batting,148.4666667
2012,Royal Challengers Bangalore,RunsScored,Batting,161.6428571
2013,Royal Challengers Bangalore,RunsScored,Batting,147.5
2008,Royal Challengers Bangalore,BallsFaced,Batting,105
2009,Royal Challengers Bangalore,BallsFaced,Batting,115.4375
2010,Royal Challengers Bangalore,BallsFaced,Batting,113.6666667
2011,Royal Challengers Bangalore,BallsFaced,Batting,110.8
2012,Royal Challengers Bangalore,BallsFaced,Batting,120.8571429
2013,Royal Challengers Bangalore,BallsFaced,Batting,108.3125
2008,Royal Challengers Bangalore,BowlingEconomy,Bowling,7.10940499
2009,Royal Challengers Bangalore,BowlingEconomy,Bowling,7.000324992
2010,Royal Challengers Bangalore,BowlingEconomy,Bowling,7.244531505
2011,Royal Challengers Bangalore,BowlingEconomy,Bowling,7.340145023
2012,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.754352031
2013,Royal Challengers Bangalore,BowlingEconomy,Bowling,8.107179663
2008,Royal Challengers Bangalore,Matches,Batting,14
2009,Royal Challengers Bangalore,Matches,Batting,16
2010,Royal Challengers Bangalore,Matches,Batting,15
2011,Royal Challengers Bangalore,Matches,Batting,15
2012,Royal Challengers Bangalore,Matches,Batting,14
2013,Royal Challengers Bangalore,Matches,Batting,16
2008,Royal Challengers Bangalore,NotOuts,Batting,1.636363636
2009,Royal Challengers Bangalore,NotOuts,Batting,2.454545455
2010,Royal Challengers Bangalore,NotOuts,Batting,2
2011,Royal Challengers Bangalore,NotOuts,Batting,2.090909091
2012,Royal Challengers Bangalore,NotOuts,Batting,1.727272727
2013,Royal Challengers Bangalore,NotOuts,Batting,1.818181818
2008,Royal Challengers Bangalore,TotalWickets,Bowling,46
2009,Royal Challengers Bangalore,TotalWickets,Bowling,79
2010,Royal Challengers Bangalore,TotalWickets,Bowling,74
2011,Royal Challengers Bangalore,TotalWickets,Bowling,81
2012,Royal Challengers Bangalore,TotalWickets,Bowling,76
2013,Royal Challengers Bangalore,TotalWickets,Bowling,94
2008,Royal Challengers Bangalore,WicketsPerMatch,Bowling,3.285714286
2009,Royal Challengers Bangalore,WicketsPerMatch,Bowling,4.9375
2010,Royal Challengers Bangalore,WicketsPerMatch,Bowling,4.933333333
2011,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.4
2012,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.428571429
2013,Royal Challengers Bangalore,WicketsPerMatch,Bowling,5.875
2008,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.176583493
2009,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.256743581
2010,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.241593209
2011,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.266974291
2012,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.294003868
2013,Royal Challengers Bangalore,WicketsPerOver,Bowling,0.322913088
2008,Royal Challengers Bangalore,StrikeRate,Batting,110.74
2009,Royal Challengers Bangalore,StrikeRate,Batting,113.4
2010,Royal Challengers Bangalore,StrikeRate,Batting,125.29
2011,Royal Challengers Bangalore,StrikeRate,Batting,135
2012,Royal Challengers Bangalore,StrikeRate,Batting,132
2013,Royal Challengers Bangalore,StrikeRate,Batting,122.36
2019,Sunrisers Hyderabad,Matches,Matches,15
2018,Sunrisers Hyderabad,Matches,Matches,17
2017,Sunrisers Hyderabad,Matches,Matches,14
2016,Sunrisers Hyderabad,Matches,Matches,17
2015,Sunrisers Hyderabad,Matches,Matches,14
2014,Sunrisers Hyderabad,Matches,Matches,14
2019,Sunrisers Hyderabad,BowlingEconomy,Bowling,7.851602024
2018,Sunrisers Hyderabad,BowlingEconomy,Bowling,7.897098415
2017,Sunrisers Hyderabad,BowlingEconomy,Bowling,8.121376111
2016,Sunrisers Hyderabad,BowlingEconomy,Bowling,7.871287129
2015,Sunrisers Hyderabad,BowlingEconomy,Bowling,8.298126744
2014,Sunrisers Hyderabad,BowlingEconomy,Bowling,8.150074294
2019,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.276559865
2018,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.281184565
2017,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.34016235
2016,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.272277228
2015,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.286966919
2014,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.256315007
2019,Sunrisers Hyderabad,TotalWickets,Bowling,82
2018,Sunrisers Hyderabad,TotalWickets,Bowling,94
2017,Sunrisers Hyderabad,TotalWickets,Bowling,88
2016,Sunrisers Hyderabad,TotalWickets,Bowling,88
2015,Sunrisers Hyderabad,TotalWickets,Bowling,72
2014,Sunrisers Hyderabad,TotalWickets,Bowling,69
2019,Sunrisers Hyderabad,WicketsPerMatch,Bowling,5.466666667
2018,Sunrisers Hyderabad,WicketsPerMatch,Bowling,5.529411765
2017,Sunrisers Hyderabad,WicketsPerMatch,Bowling,6.285714286
2016,Sunrisers Hyderabad,WicketsPerMatch,Bowling,5.176470588
2015,Sunrisers Hyderabad,WicketsPerMatch,Bowling,5.142857143
2014,Sunrisers Hyderabad,WicketsPerMatch,Bowling,4.928571429
2019,Sunrisers Hyderabad,Innings,Batting,7.692307692
2018,Sunrisers Hyderabad,Innings,Batting,8.923076923
2017,Sunrisers Hyderabad,Innings,Batting,7.8
2016,Sunrisers Hyderabad,Innings,Batting,9.307692308
2015,Sunrisers Hyderabad,Innings,Batting,7.357142857
2014,Sunrisers Hyderabad,Innings,Batting,7.833333333
2019,Sunrisers Hyderabad,NotOuts,Batting,1.769230769
2018,Sunrisers Hyderabad,NotOuts,Batting,1.923076923
2017,Sunrisers Hyderabad,NotOuts,Batting,2.1
2016,Sunrisers Hyderabad,NotOuts,Batting,2
2015,Sunrisers Hyderabad,NotOuts,Batting,1.642857143
2014,Sunrisers Hyderabad,NotOuts,Batting,1.916666667
2019,Sunrisers Hyderabad,HighScore ,Batting,178.6153846
2018,Sunrisers Hyderabad,HighScore ,Batting,199.1538462
2017,Sunrisers Hyderabad,HighScore ,Batting,224.5
2016,Sunrisers Hyderabad,HighScore ,Batting,195.0769231
2015,Sunrisers Hyderabad,HighScore ,Batting,151
2014,Sunrisers Hyderabad,HighScore ,Batting,161.25
2019,Sunrisers Hyderabad,RunsScored,Batting,154.8
2018,Sunrisers Hyderabad,RunsScored,Batting,152.2941176
2017,Sunrisers Hyderabad,RunsScored,Batting,160.3571429
2016,Sunrisers Hyderabad,RunsScored,Batting,149.1764706
2015,Sunrisers Hyderabad,RunsScored,Batting,151
2014,Sunrisers Hyderabad,RunsScored,Batting,138.2142857
2019,Sunrisers Hyderabad,BallsFaced,Batting,112.8
2018,Sunrisers Hyderabad,BallsFaced,Batting,115.8823529
2017,Sunrisers Hyderabad,BallsFaced,Batting,115.6428571
2016,Sunrisers Hyderabad,BallsFaced,Batting,115.1176471
2015,Sunrisers Hyderabad,BallsFaced,Batting,115.3571429
2014,Sunrisers Hyderabad,BallsFaced,Batting,112.2142857
2019,Sunrisers Hyderabad,StrikeRate,Batting,125.8569231
2018,Sunrisers Hyderabad,StrikeRate,Batting,131.2569231
2017,Sunrisers Hyderabad,StrikeRate,Batting,143.099
2016,Sunrisers Hyderabad,StrikeRate,Batting,137.54
2015,Sunrisers Hyderabad,StrikeRate,Batting,127.5471429
2014,Sunrisers Hyderabad,StrikeRate,Batting,130.2151893
2019,Sunrisers Hyderabad,100s,Batting,0.133333333
2018,Sunrisers Hyderabad,100s,Batting,0
2017,Sunrisers Hyderabad,100s,Batting,0.071428571
2016,Sunrisers Hyderabad,100s,Batting,0
2015,Sunrisers Hyderabad,100s,Batting,0
2014,Sunrisers Hyderabad,100s,Batting,0
2019,Sunrisers Hyderabad,50s,Batting,0.933333333
2018,Sunrisers Hyderabad,50s,Batting,0.882352941
2017,Sunrisers Hyderabad,50s,Batting,1.071428571
2016,Sunrisers Hyderabad,50s,Batting,0.882352941
2015,Sunrisers Hyderabad,50s,Batting,0.928571429
2014,Sunrisers Hyderabad,50s,Batting,0.785714286
2019,Sunrisers Hyderabad,4s,Batting,13.06666667
2018,Sunrisers Hyderabad,4s,Batting,14.05882353
2017,Sunrisers Hyderabad,4s,Batting,15.71428571
2016,Sunrisers Hyderabad,4s,Batting,13.52941176
2015,Sunrisers Hyderabad,4s,Batting,13.21428571
2014,Sunrisers Hyderabad,4s,Batting,11.92857143
2019,Sunrisers Hyderabad,6s,Batting,5.4
2018,Sunrisers Hyderabad,6s,Batting,5.176470588
2017,Sunrisers Hyderabad,6s,Batting,4.928571429
2016,Sunrisers Hyderabad,6s,Batting,5.235294118
2015,Sunrisers Hyderabad,6s,Batting,5.642857143
2014,Sunrisers Hyderabad,6s,Batting,5.142857143
2019,Sunrisers Hyderabad,MatchesWon,Batting,6
2018,Sunrisers Hyderabad,MatchesWon,Batting,10
2017,Sunrisers Hyderabad,MatchesWon,Batting,9
2016,Sunrisers Hyderabad,MatchesWon,Batting,10
2015,Sunrisers Hyderabad,MatchesWon,Batting,7
2014,Sunrisers Hyderabad,MatchesWon,Batting,6
2013,Sunrisers Hyderabad,MatchesWon,Batting,10
2013,Sunrisers Hyderabad,100s,Batting,0
2013,Sunrisers Hyderabad,4s,Batting,11.47058824
2013,Sunrisers Hyderabad,6s,Batting,3.176470588
2013,Sunrisers Hyderabad,50s,Batting,0.411764706
2013,Sunrisers Hyderabad,RunsScored,Batting,126.3529412
2013,Sunrisers Hyderabad,BallsFaced,Batting,113.3529412
2013,Sunrisers Hyderabad,BowlingEconomy,Bowling,6.560781918
2013,Sunrisers Hyderabad,Matches,Batting,17
2013,Sunrisers Hyderabad,NotOuts,Batting,2.727272727
2013,Sunrisers Hyderabad,TotalWickets,Bowling,100
2013,Sunrisers Hyderabad,WicketsPerMatch,Bowling,5.882352941
2013,Sunrisers Hyderabad,WicketsPerOver,Bowling,0.305436775
2013,Sunrisers Hyderabad,StrikeRate,Batting,113.69
